"id","created_at","updated_at","name","additional_names"
584,2026-03-05 15:53:54.766 +0300,2026-03-05 15:53:54.766 +0300,передовые технологии,{}
585,2026-03-05 17:58:08.764 +0300,2026-03-05 17:58:08.764 +0300,сбермедии,{}
587,2026-03-05 21:35:51.252 +0300,2026-03-05 21:35:51.252 +0300,какой-то казик (igaming) под nda,{}
588,2026-03-05 21:43:38.998 +0300,2026-03-05 21:43:38.998 +0300,прокомплаенс,{}
589,2026-03-06 11:59:12.697 +0300,2026-03-06 11:59:12.697 +0300,seller alert,{}
377,2025-11-19 19:00:36.722 +0300,2026-03-06 17:45:51.844 +0300,Techno Diasoft,"{techno diasoft,техно диасофт}"
590,2026-03-06 18:03:18.308 +0300,2026-03-06 18:03:18.308 +0300,сбернадежность,{}
591,2026-03-07 20:08:53.065 +0300,2026-03-07 20:08:53.065 +0300,absolut pos,{}
593,2026-03-09 20:55:51.868 +0300,2026-03-09 20:55:51.868 +0300,руки,{}
595,2026-03-09 21:13:16.327 +0300,2026-03-09 21:13:16.327 +0300,tages,{}
598,2026-03-10 16:40:45.466 +0300,2026-03-10 16:40:45.466 +0300,fortech,{}
178,2025-09-18 20:12:46.171 +0300,2026-03-10 20:00:21.538 +0300,Ozon tech,"{Ozon Tech,OZON,Ozon,озон,ozon tech,ozon fintech,ozon}"
599,2026-03-11 12:57:18.330 +0300,2026-03-11 12:57:18.330 +0300,t8,{}
594,2026-03-09 21:09:00.235 +0300,2026-03-11 15:42:34.335 +0300,edgecenter,{edgeцентр}
600,2026-03-11 16:14:32.973 +0300,2026-03-11 16:14:32.973 +0300,ай-теко,{}
601,2026-03-11 17:10:41.126 +0300,2026-03-11 17:10:41.126 +0300,lvideon,{}
602,2026-03-11 18:00:32.939 +0300,2026-03-11 18:00:32.939 +0300,bostongene,{}
184,2025-09-22 10:13:33.428 +0300,2026-03-11 18:13:41.951 +0300,Ростелеком,"{РТК ИТ,ростелеком,ркт,ростелеком ит,рос телеком,ртк ит,рт лукоморье}"
603,2026-03-11 19:45:06.614 +0300,2026-03-11 19:45:06.614 +0300,альфаматика,{}
605,2026-03-12 15:55:42.890 +0300,2026-03-12 15:55:42.890 +0300,Базис,{}
606,2026-03-12 17:00:06.117 +0300,2026-03-12 17:00:06.117 +0300,cleverbots,{}
607,2026-03-12 21:53:08.892 +0300,2026-03-12 21:53:08.892 +0300,бизнес азимут,{}
7,2025-07-29 18:13:06.251 +0300,2026-07-24 16:09:52.803 +0300,MTS,"{мтс,Mts,mts,MTC Digital,mws ai,мтс линк,мтс линс,мтс web services}"
608,2026-03-13 12:30:22.931 +0300,2026-03-13 12:30:22.931 +0300,mediacom,{}
609,2026-03-13 14:11:15.008 +0300,2026-03-13 14:11:15.008 +0300,fastforward,{}
610,2026-03-13 14:21:46.866 +0300,2026-03-13 14:21:46.866 +0300,вг дистрибьютор,{}
604,2026-03-11 20:20:05.622 +0300,2026-03-13 16:02:43.768 +0300,легокар,{лего}
574,2026-02-27 15:48:43.186 +0300,2026-03-16 08:36:11.280 +0300,Rdp,{rdp.ru}
586,2026-03-05 18:39:29.780 +0300,2026-06-17 21:21:11.318 +0300,x5 media,"{X5,x5 медиа,x5 medis}"
612,2026-03-16 19:18:20.516 +0300,2026-03-16 19:18:20.516 +0300,маркетинг точнее,{}
613,2026-03-18 13:18:00.863 +0300,2026-03-18 13:18:00.863 +0300,А2КОД,{}
614,2026-03-18 13:19:38.064 +0300,2026-03-18 13:19:38.064 +0300,Легокар,{}
615,2026-03-18 13:33:50.797 +0300,2026-03-18 13:33:50.797 +0300,salutedev,{}
616,2026-03-18 17:48:29.281 +0300,2026-03-18 17:48:29.281 +0300,enchant venture studio,{}
617,2026-03-18 19:37:39.240 +0300,2026-03-18 19:37:39.240 +0300,small,{}
618,2026-03-19 11:43:10.344 +0300,2026-03-19 11:43:10.344 +0300,россгосстрах,{}
611,2026-03-15 15:27:59.300 +0300,2026-03-19 13:16:36.921 +0300,Сбербанк,{сбер лига цифровой}
619,2026-03-20 10:29:30.161 +0300,2026-03-20 10:29:30.161 +0300,sayhire,{}
620,2026-03-21 21:09:51.209 +0300,2026-03-21 21:09:51.209 +0300,риком-траст,{}
621,2026-03-22 13:17:58.516 +0300,2026-03-22 13:17:58.516 +0300,старт,{}
597,2026-03-10 13:16:22.201 +0300,2026-03-22 14:15:14.963 +0300,а2код,{a2код}
622,2026-03-23 17:24:31.853 +0300,2026-03-23 17:24:31.853 +0300,софтплюс,{}
623,2026-03-24 12:22:05.590 +0300,2026-03-24 12:22:05.590 +0300,aegisit,{}
624,2026-03-25 11:41:31.659 +0300,2026-03-25 11:41:31.659 +0300,норникель,{}
625,2026-03-25 15:57:34.474 +0300,2026-03-25 15:57:34.474 +0300,insales,{}
626,2026-03-25 18:30:12.883 +0300,2026-03-25 18:30:12.883 +0300,семейный доктор,{}
628,2026-03-26 11:03:45.122 +0300,2026-03-26 11:03:45.122 +0300,црт,{}
629,2026-03-26 11:07:50.811 +0300,2026-03-26 11:07:50.811 +0300,барл нпк,{}
630,2026-03-26 17:00:11.172 +0300,2026-03-26 17:00:11.172 +0300,my.games,{}
631,2026-03-28 12:22:00.074 +0300,2026-03-28 12:22:00.074 +0300,tripster,{}
632,2026-03-30 19:07:21.192 +0300,2026-03-30 19:07:21.192 +0300,сбк парус,{}
633,2026-03-31 15:09:23.990 +0300,2026-03-31 15:09:23.990 +0300,media instinct group,{}
634,2026-04-01 22:42:29.607 +0300,2026-04-01 22:42:29.607 +0300,inventive retail group,{}
635,2026-04-02 16:21:11.829 +0300,2026-04-02 16:21:11.829 +0300,axiomica,{}
636,2026-04-02 18:50:08.082 +0300,2026-04-02 18:50:08.082 +0300,hyper adtech,{}
637,2026-04-03 15:26:00.369 +0300,2026-04-03 15:26:00.369 +0300,Ivideon,{}
638,2026-04-04 13:20:35.922 +0300,2026-04-04 13:20:35.922 +0300,альфа-капитал,{}
639,2026-04-06 14:41:56.464 +0300,2026-04-06 14:41:56.464 +0300,loyalty labs,{}
640,2026-04-06 14:46:37.805 +0300,2026-04-06 14:46:37.805 +0300,сбер аналитика,{}
9,2025-07-30 14:00:24.534 +0300,2026-04-07 15:28:26.389 +0300,Код открытия,"{Код открытике,Код Открытия,код открытия,код открытие}"
641,2026-04-07 16:09:35.967 +0300,2026-04-07 16:09:35.967 +0300,qiwi,{}
642,2026-04-10 14:37:30.615 +0300,2026-04-10 14:37:30.615 +0300,сбер звук,{}
643,2026-04-10 15:46:56.088 +0300,2026-04-10 15:46:56.088 +0300,broad apps,{}
644,2026-04-13 15:54:35.449 +0300,2026-04-13 15:54:35.449 +0300,газпромбанк,{}
645,2026-04-14 14:25:26.961 +0300,2026-04-14 14:25:26.961 +0300,комтек,{}
646,2026-04-15 15:42:12.979 +0300,2026-04-15 15:42:12.979 +0300,сбер софт,{}
592,2026-03-09 20:15:15.175 +0300,2026-04-27 17:55:29.666 +0300,т1 иннотех,{т1}
647,2026-04-15 18:39:13.564 +0300,2026-04-15 18:39:13.564 +0300,Small,{}
648,2026-04-15 18:43:07.337 +0300,2026-04-15 18:43:07.337 +0300,ООО «Лаборатория цифровых решений»,{}
649,2026-04-17 16:09:41.106 +0300,2026-04-17 16:09:41.106 +0300,логика молока,{}
650,2026-04-20 16:08:28.488 +0300,2026-04-20 16:08:28.488 +0300,payplanet,{}
651,2026-04-20 17:10:30.545 +0300,2026-04-20 17:10:30.545 +0300,моринтех,{}
652,2026-04-20 19:45:05.619 +0300,2026-04-20 19:45:05.619 +0300,Сбер,{}
653,2026-04-21 17:14:33.432 +0300,2026-04-21 17:14:33.432 +0300,keygo.io,{}
654,2026-04-22 14:36:20.384 +0300,2026-04-22 14:36:20.384 +0300,ак барс банк,{}
655,2026-04-23 19:03:18.187 +0300,2026-04-23 19:03:18.187 +0300,Танто,{}
656,2026-04-24 14:47:32.228 +0300,2026-04-24 14:47:32.228 +0300,askon,{}
627,2026-03-25 21:21:30.695 +0300,2026-04-27 17:47:42.954 +0300,т2,{t2}
658,2026-04-28 10:39:02.252 +0300,2026-04-28 10:39:02.252 +0300,амоЦРМ,{}
659,2026-04-28 18:43:05.203 +0300,2026-04-28 18:43:05.203 +0300,Askona,{}
660,2026-04-29 15:09:34.755 +0300,2026-04-29 15:09:34.755 +0300,"ооо ""норникель спутник""",{}
661,2026-04-30 19:02:15.729 +0300,2026-04-30 19:02:15.729 +0300,egor marin,{}
662,2026-05-01 20:23:43.306 +0300,2026-05-01 20:23:43.306 +0300,itone,{}
663,2026-05-02 00:50:58.379 +0300,2026-05-02 00:50:58.379 +0300,Магнит Тех,{}
664,2026-05-04 21:30:46.392 +0300,2026-05-04 21:30:46.392 +0300,sitronics group,{}
665,2026-05-05 12:57:21.722 +0300,2026-05-05 12:57:21.722 +0300,Русал,{}
666,2026-05-14 17:26:55.521 +0300,2026-05-14 17:26:55.521 +0300,юникредит,{}
667,2026-05-16 12:55:35.499 +0300,2026-05-16 12:55:35.499 +0300,смотрим,{}
596,2026-03-10 11:43:56.907 +0300,2026-05-18 11:40:34.940 +0300,"иннотех, холдинг т1.","{иннотех,инотех}"
669,2026-05-19 11:54:58.306 +0300,2026-05-19 11:54:58.306 +0300,ГосНИИАС,{}
670,2026-05-25 17:13:48.083 +0300,2026-05-25 17:13:48.083 +0300,исходный код,{}
671,2026-05-30 10:07:30.945 +0300,2026-05-30 10:07:30.945 +0300,фосагро,{}
672,2026-06-02 11:38:34.659 +0300,2026-06-02 11:38:34.659 +0300,wmt,{}
673,2026-06-03 18:45:52.418 +0300,2026-06-03 18:45:52.418 +0300,victory group,{}
674,2026-06-04 13:28:29.352 +0300,2026-06-04 13:28:29.352 +0300,trafficstars,{}
675,2026-06-04 15:14:32.477 +0300,2026-06-04 15:14:32.477 +0300,мос.ру (исходный код),{}
676,2026-06-04 15:27:22.056 +0300,2026-06-04 15:27:22.056 +0300,ecom.tech,{}
677,2026-06-05 12:21:51.145 +0300,2026-06-05 12:21:51.145 +0300,ucp,{}
678,2026-06-05 21:38:46.163 +0300,2026-06-05 21:38:46.163 +0300,ит-экспертиза,{}
668,2026-05-18 19:18:05.287 +0300,2026-06-05 21:47:21.475 +0300,стилсофт,{стилсспейс}
679,2026-06-08 16:41:04.647 +0300,2026-06-08 16:41:04.647 +0300,warefly,{}
680,2026-06-08 18:09:57.040 +0300,2026-06-08 18:09:57.040 +0300,"ООО ""АК""",{}
681,2026-06-08 22:06:26.672 +0300,2026-06-08 22:06:26.672 +0300,р-фарм,{}
682,2026-06-09 11:35:46.451 +0300,2026-06-09 11:35:46.451 +0300,аутстаф какой-то,{}
683,2026-06-09 11:42:15.714 +0300,2026-06-09 11:42:15.714 +0300,аутстаф,{}
684,2026-06-09 14:22:27.553 +0300,2026-06-09 14:22:27.553 +0300,снс,{}
685,2026-06-09 16:05:50.177 +0300,2026-06-09 16:05:50.177 +0300,ipchain,{}
686,2026-06-10 15:09:15.504 +0300,2026-06-10 15:09:15.504 +0300,redlab,{}
687,2026-06-10 17:21:43.010 +0300,2026-06-10 17:21:43.010 +0300,arx,{}
688,2026-06-11 11:34:18.040 +0300,2026-06-11 11:34:18.040 +0300,scalable solutions,{}
689,2026-06-11 14:53:29.602 +0300,2026-06-11 14:53:29.602 +0300,lexica,{}
690,2026-06-13 12:21:07.235 +0300,2026-06-13 12:21:07.235 +0300,magnittech,{}
691,2026-06-15 13:33:17.864 +0300,2026-06-15 13:33:17.864 +0300,alderasoft,{}
692,2026-06-15 14:04:02.298 +0300,2026-06-15 14:04:02.298 +0300,decart it,{}
693,2026-06-15 19:15:42.779 +0300,2026-06-15 19:15:42.779 +0300,ред софт,{}
694,2026-06-15 19:27:16.273 +0300,2026-06-15 19:27:16.273 +0300,рустехдрон,{}
695,2026-06-16 13:58:07.331 +0300,2026-06-16 13:58:07.331 +0300,б1,{}
696,2026-06-16 14:20:23.148 +0300,2026-06-16 14:20:23.148 +0300,seldon,{}
697,2026-06-17 13:28:08.357 +0300,2026-06-17 13:28:08.357 +0300,Selecty,{}
698,2026-06-17 15:16:38.827 +0300,2026-06-17 15:16:38.827 +0300,отп банк,{}
699,2026-06-18 14:42:15.978 +0300,2026-06-18 14:42:15.978 +0300,астрал софт,{}
700,2026-06-18 16:46:44.424 +0300,2026-06-18 16:46:44.424 +0300,mtc link,{}
701,2026-06-19 10:35:16.350 +0300,2026-06-19 10:35:16.350 +0300,simplecompany,{}
702,2026-06-19 11:58:19.071 +0300,2026-06-19 11:58:19.071 +0300,itfb group,{}
703,2026-06-19 13:41:55.299 +0300,2026-06-19 13:41:55.299 +0300,экспобанк,{}
704,2026-06-22 12:21:35.442 +0300,2026-06-22 12:21:35.442 +0300,виа нумери груп,{}
705,2026-06-22 15:34:41.704 +0300,2026-06-22 15:34:41.704 +0300,молайн,{}
706,2026-06-22 16:31:04.294 +0300,2026-06-22 16:31:04.294 +0300,Хэдворд,{}
707,2026-06-23 12:54:08.558 +0300,2026-06-23 12:54:08.558 +0300,jetlend,{}
708,2026-06-23 15:34:32.861 +0300,2026-06-23 15:34:32.861 +0300,postgres pro,{}
26,2025-08-18 15:33:02.619 +0300,2026-06-23 18:00:55.523 +0300,Positive Technologies,"{Positive,positive technologies,позитив технолоджис,positive}"
709,2026-06-23 18:14:02.627 +0300,2026-06-23 18:14:02.627 +0300,аренадата,{}
710,2026-06-23 18:20:27.711 +0300,2026-06-23 18:20:27.711 +0300,цфр,{}
711,2026-06-23 18:24:56.030 +0300,2026-06-23 18:24:56.030 +0300,пиклема,{}
712,2026-06-23 18:39:30.201 +0300,2026-06-23 18:39:30.201 +0300,трим,{}
713,2026-06-23 19:07:07.901 +0300,2026-06-23 19:07:07.901 +0300,ньютон технологии,{}
714,2026-06-23 19:12:18.039 +0300,2026-06-23 19:12:18.039 +0300,data generation,{}
657,2026-04-24 19:25:30.161 +0300,2026-06-23 19:27:08.817 +0300,masterdelivery,{мастер}
715,2026-06-23 19:37:40.389 +0300,2026-06-23 19:37:40.389 +0300,eqvanta,{}
716,2026-06-23 19:42:34.112 +0300,2026-06-23 19:42:34.112 +0300,photo point,{}
717,2026-06-24 13:30:30.438 +0300,2026-06-24 13:30:30.438 +0300,Стилспейс,{}
718,2026-06-24 13:48:53.504 +0300,2026-06-24 13:48:53.504 +0300,стилспейс,{}
719,2026-06-24 16:14:51.251 +0300,2026-06-24 16:14:51.251 +0300,мкк небус,{}
720,2026-06-29 14:47:25.760 +0300,2026-06-29 14:47:25.760 +0300,консалтика,{}
721,2026-07-02 07:51:03.336 +0300,2026-07-02 07:51:03.336 +0300,MasterDelivery,{}
722,2026-07-03 06:10:18.337 +0300,2026-07-03 06:10:18.337 +0300,rwb,{}
723,2026-07-03 13:43:02.950 +0300,2026-07-03 13:43:02.950 +0300,ajasp,{}
724,2026-07-03 13:50:31.516 +0300,2026-07-03 13:50:31.516 +0300,secunda,{}
725,2026-07-03 17:40:28.150 +0300,2026-07-03 17:40:28.150 +0300,м.видео-эльдорадо,{}
726,2026-07-07 15:39:40.680 +0300,2026-07-07 15:39:40.680 +0300,идапроджект,{}
727,2026-07-08 11:20:42.894 +0300,2026-07-08 11:20:42.894 +0300,банк россии,{}
728,2026-07-08 15:32:52.807 +0300,2026-07-08 15:32:52.807 +0300,Консалтика,{}
729,2026-07-08 16:47:00.784 +0300,2026-07-08 16:47:00.784 +0300,фалькон тех,{}
730,2026-07-09 18:20:40.112 +0300,2026-07-09 18:20:40.112 +0300,трипстер,{}
731,2026-07-09 18:24:33.290 +0300,2026-07-09 18:24:33.290 +0300,skillstaff,{}
732,2026-07-10 14:23:00.068 +0300,2026-07-10 14:23:00.068 +0300,небус,{}
733,2026-07-10 16:20:40.384 +0300,2026-07-10 16:20:40.384 +0300,the tribe (на самом деле хз),{}
734,2026-07-11 11:56:53.954 +0300,2026-07-11 11:56:53.954 +0300,Исходный код,{}
735,2026-07-13 10:40:45.029 +0300,2026-07-13 10:40:45.029 +0300,интсис,{}
736,2026-07-20 11:10:11.014 +0300,2026-07-20 11:10:11.014 +0300,вычислительные решения,{}
737,2026-07-22 13:37:13.273 +0300,2026-07-22 13:37:13.273 +0300,пролайт,{}
738,2026-07-24 16:17:39.878 +0300,2026-07-24 16:17:39.878 +0300,туласофт,{}
739,2026-07-27 13:48:34.811 +0300,2026-07-27 13:48:34.811 +0300,синьор софт,{}
740,2026-07-28 04:14:17.189 +0300,2026-07-28 04:14:17.189 +0300,атом безопасность,{}
741,2026-07-28 14:16:42.571 +0300,2026-07-28 14:16:42.571 +0300,neoflex,{}
742,2026-07-30 08:26:21.239 +0300,2026-07-30 08:26:21.239 +0300,радиант,{}
743,2026-07-30 08:32:50.185 +0300,2026-07-30 08:32:50.185 +0300,экодар,{}
744,2026-07-30 11:21:52.473 +0300,2026-07-30 11:21:52.473 +0300,ньюбизнеслайн,{}
745,2026-07-30 12:22:33.379 +0300,2026-07-30 12:22:33.379 +0300,энерготрансгрупп,{}
746,2026-07-30 13:24:35.961 +0300,2026-07-30 13:24:35.961 +0300,tiqum,{}
114,2025-09-05 11:51:47.494 +0300,2026-07-30 13:29:40.914 +0300,АФЛТ-Системс (ГК «Аэрофлот»),"{АФЛТ-системс(аэрофлот),афлт-системс,аэрофлот,алтф,афлт-системс (гк ""аэрофлот"")}"
